teacher_id,competence_code,competence_nom,domaine,current_level_t3,current_level_t2,current_level_t1,current_level_t,gap_next_3m,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score
ENS011,SEC,Securite Informatique,RT,4,2,3,4,2,-2,1,1,0.0,86,0.42,0,0,3.25,2,4,0,0,1,2,0.5,2,3,0.8,0,2,3.41,3,2,19.32
ENS025,WEB_F,Developpement Web Front,WEB,2,3,3,2,1,1,0,-1,0.0,67,0.17,0,0,2.5,2,3,0,0,1,2,0.5,3,2,0.95,2,1,2.86,1,2,19.97
ENS028,BD,Bases de Donnees,INFO,4,3,5,4,0,-1,2,-1,0.0,281,0.0,1,0,4.0,3,5,1,0,1,3,0.67,3,1,0.78,0,1,3.93,1,9,19.26
ENS016,PROG,Programmation,GL,3,3,3,5,2,0,0,2,0.67,39,0.25,0,0,3.5,3,5,1,0,1,3,0.67,5,0,0.92,3,1,2.8,3,1,27.7
ENS002,ANG,Anglais Technique,SUP,2,3,1,3,3,1,-2,2,0.33,274,0.25,1,0,2.25,1,3,0,1,2,3,0.67,0,1,0.5,3,0,3.63,3,9,17.26
ENS003,RESEAU,Reseaux,RT,3,4,3,3,0,1,-1,0,0.0,361,0.0,1,0,3.25,3,4,0,0,2,3,0.67,2,0,0.88,2,2,2.91,1,12,17.72
ENS027,SEC,Securite Informatique,RT,3,4,2,3,0,1,-2,1,0.0,352,0.42,1,0,3.0,2,4,0,0,2,2,0.5,0,3,0.83,1,0,2.89,2,11,13.93
ENS020,ANG,Anglais Technique,SUP,2,2,1,3,2,0,-1,2,0.33,303,0.25,1,0,2.0,1,3,0,1,1,1,1.0,2,0,0.65,0,1,2.74,4,10,18.73
ENS020,GC_MAT,Matériaux,GC,3,3,1,3,3,0,-2,2,0.0,48,0.42,0,0,2.5,1,3,0,1,1,2,0.5,5,0,0.71,4,0,2.99,2,1,26.53
ENS008,RESEAU,Reseaux,RT,1,1,2,1,4,0,1,-1,0.0,263,0.33,1,0,1.25,1,2,0,3,1,3,0.67,0,0,0.55,4,2,2.94,2,8,15.63
ENS014,WEB_B,Developpement Web Back,WEB,4,4,5,5,1,0,1,0,0.33,324,0.33,1,0,4.5,4,5,2,0,1,2,0.5,1,0,0.77,2,0,2.74,2,10,16.33
ENS010,ALG,Algorithmique,GL,1,1,2,1,4,0,1,-1,0.0,154,0.33,0,0,1.25,1,2,0,3,1,1,1.0,0,3,0.85,0,1,2.66,1,5,11.07
ENS004,BD,Bases de Donnees,INFO,1,1,3,3,3,0,2,0,0.67,243,0.42,1,0,2.0,1,3,0,2,2,3,0.67,1,1,0.56,2,2,3.4,2,8,16.6
ENS013,PED,Pedagogie,SUP,3,5,5,3,2,2,0,-2,0.0,343,0.0,1,0,4.0,3,5,2,0,3,2,0.5,2,3,0.5,1,0,2.74,1,11,14.48
ENS028,ALG,Algorithmique,GL,4,3,4,4,0,-1,1,0,0.0,350,0.42,1,0,3.75,3,4,0,0,1,2,0.5,0,1,0.55,1,2,4.19,4,11,18.13
ENS029,ALG,Algorithmique,GL,3,2,2,4,1,-1,0,2,0.33,360,0.17,1,0,2.75,2,4,0,0,2,1,1.0,3,2,0.65,3,0,2.71,1,12,19.17
ENS020,GESTION,Gestion de Projet,SUP,3,1,1,1,2,-2,0,0,-0.67,66,0.08,0,1,1.5,1,3,0,3,3,2,0.5,4,2,0.69,2,0,4.06,3,2,26.07
ENS008,PROG,Programmation,GL,2,2,2,4,2,0,0,2,0.67,222,0.08,1,0,2.5,2,4,0,0,1,2,0.5,4,3,0.52,3,0,2.93,4,7,25.46
ENS025,WEB_B,Developpement Web Back,WEB,3,4,4,3,1,1,0,-1,0.0,353,0.17,1,0,3.5,3,4,0,0,2,1,1.0,2,1,0.51,4,0,3.06,1,11,18.17
ENS013,PROG,Programmation,GL,3,3,3,2,2,0,0,-1,-0.33,181,0.33,1,0,2.75,2,3,0,0,1,3,0.67,4,1,0.76,4,0,2.67,4,6,27.14
ENS011,BD,Bases de Donnees,INFO,1,3,2,2,0,2,-1,0,0.33,249,0.42,1,0,2.0,1,3,0,1,1,1,1.0,2,3,0.76,4,0,4.33,1,8,21.96
ENS028,PED,Pedagogie,SUP,4,3,3,4,0,-1,0,1,0.0,247,0.33,1,0,3.5,3,4,0,0,2,2,0.5,5,0,0.7,1,0,3.62,1,8,23.24
ENS024,ANG,Anglais Technique,SUP,5,5,5,4,0,0,0,-1,-0.33,181,0.08,1,0,4.75,4,5,3,0,3,1,1.0,0,3,0.8,1,2,3.42,1,6,13.34
ENS030,ANG,Anglais Technique,SUP,2,2,1,3,2,0,-1,2,0.33,350,0.25,1,0,2.0,1,3,0,1,3,3,0.67,0,0,0.67,2,2,2.57,4,11,16.49
ENS001,GESTION,Gestion de Projet,SUP,4,5,5,5,1,1,0,0,0.33,71,0.33,0,0,4.75,4,5,3,0,2,3,0.67,0,2,0.9,0,1,3.23,1,2,12.46
ENS023,GC_MAT,Matériaux,GC,1,1,1,2,2,0,0,1,0.33,317,0.42,1,0,1.25,1,2,0,3,1,1,1.0,2,1,0.74,3,2,4.38,2,10,22.46
ENS025,ALG,Algorithmique,GL,2,1,1,1,4,-1,0,0,-0.33,171,0.0,0,0,1.25,1,2,0,3,1,2,0.5,2,3,0.72,4,0,3.44,3,5,22.98
ENS020,SEC,Securite Informatique,RT,4,5,4,5,1,1,-1,1,0.33,126,0.25,0,0,4.5,4,5,2,0,1,1,1.0,3,1,0.63,0,0,2.83,1,4,16.31
ENS006,RESEAU,Reseaux,RT,5,3,4,3,1,-2,1,-1,-0.67,180,0.25,0,1,3.75,3,5,1,0,3,3,0.67,1,3,0.66,3,2,3.79,3,6,20.38
ENS028,ALG,Algorithmique,GL,2,2,2,2,2,0,0,0,0.0,240,0.33,1,0,2.0,2,2,0,0,2,3,0.67,5,2,0.72,4,2,3.39,3,8,28.88
ENS029,GC_MAT,Matériaux,GC,3,1,2,1,3,-2,1,-1,-0.67,277,0.17,1,1,1.75,1,3,0,2,2,1,1.0,1,2,0.63,1,2,4.35,3,9,19.35
ENS022,WEB_B,Developpement Web Back,WEB,3,3,5,5,1,0,2,0,0.67,112,0.08,0,0,4.0,3,5,2,0,1,1,1.0,2,1,0.7,2,0,2.91,1,3,16.82
ENS013,RESEAU,Reseaux,RT,5,4,4,3,0,-1,0,-1,-0.67,306,0.08,1,1,4.0,3,5,1,0,3,2,0.5,0,0,0.68,3,0,4.4,3,10,19.7
ENS019,PED,Pedagogie,SUP,1,1,3,3,4,0,2,0,0.67,361,0.42,1,0,2.0,1,3,0,2,2,2,0.5,2,1,0.86,3,1,3.88,4,12,25.06
ENS007,GC_STRU,Structure Batiment,GC,3,3,5,5,0,0,2,0,0.67,42,0.25,0,0,4.0,3,5,2,0,3,1,1.0,3,2,0.54,0,2,3.78,2,1,19.26
ENS005,RESEAU,Reseaux,RT,3,2,2,2,2,-1,0,0,-0.33,74,0.33,0,0,2.25,2,3,0,0,2,1,1.0,3,2,0.77,4,0,4.32,3,2,26.99
ENS015,PROG,Programmation,GL,4,3,5,4,0,-1,2,-1,0.0,220,0.0,1,0,4.0,3,5,1,0,2,2,0.5,2,2,0.94,4,0,2.93,4,7,24.56
ENS001,GC_STRU,Structure Batiment,GC,3,2,2,2,1,-1,0,0,-0.33,247,0.42,1,0,2.25,2,3,0,0,2,1,1.0,4,0,0.56,2,1,4.48,3,8,26.26
ENS024,PED,Pedagogie,SUP,1,3,2,1,2,2,-1,-1,0.0,357,0.17,1,0,1.75,1,3,0,2,2,1,1.0,4,3,0.82,1,0,2.87,4,11,24.84
ENS007,BD,Bases de Donnees,INFO,2,3,2,1,2,1,-1,-1,-0.33,329,0.17,1,0,2.0,1,3,0,1,2,3,0.67,5,3,0.6,0,0,3.03,4,10,25.06
ENS022,PROG,Programmation,GL,3,5,5,4,1,2,0,-1,0.33,360,0.08,1,0,4.25,3,5,2,0,1,1,1.0,2,3,0.95,0,2,3.99,4,12,22.73
ENS019,SEC,Securite Informatique,RT,4,3,3,4,0,-1,0,1,0.0,221,0.33,1,0,3.5,3,4,0,0,3,3,0.67,0,2,0.57,0,0,3.14,2,7,12.13
ENS020,GC_STRU,Structure Batiment,GC,3,2,2,3,0,-1,0,1,0.0,355,0.17,1,0,2.5,2,3,0,0,1,2,0.5,2,0,0.73,1,0,3.7,2,11,19.05
ENS010,GC_STRU,Structure Batiment,GC,3,2,2,3,3,-1,0,1,0.0,215,0.0,1,0,2.5,2,3,0,0,3,3,0.67,2,1,0.51,4,1,3.25,4,7,23.05
ENS027,WEB_F,Developpement Web Front,WEB,1,1,1,1,2,0,0,0,0.0,287,0.08,1,0,1.0,1,1,0,4,1,3,0.67,4,0,0.69,0,0,4.14,1,9,21.23
ENS003,BD,Bases de Donnees,INFO,4,4,4,5,0,0,0,1,0.33,256,0.33,1,0,4.25,4,5,1,0,3,2,0.5,1,2,0.51,0,0,2.76,2,8,13.07
ENS015,SEC,Securite Informatique,RT,5,3,4,3,0,-2,1,-1,-0.67,70,0.25,0,1,3.75,3,5,1,0,3,1,1.0,0,0,0.85,3,0,2.89,1,2,14.53
ENS002,PROG,Programmation,GL,5,5,5,3,1,0,0,-2,-0.67,52,0.0,0,1,4.5,3,5,3,0,2,3,0.67,0,0,0.85,4,0,3.68,2,1,18.61
ENS001,GC_STRU,Structure Batiment,GC,2,4,3,2,0,2,-1,-1,0.0,172,0.33,0,0,2.75,2,4,0,0,2,2,0.5,1,1,0.73,0,0,4.14,1,5,15.43
ENS018,GC_STRU,Structure Batiment,GC,4,2,4,2,1,-2,2,-2,-0.67,305,0.0,1,1,3.0,2,4,0,0,3,1,1.0,1,3,0.66,4,0,3.38,1,10,17.56
ENS012,RESEAU,Reseaux,RT,1,2,2,2,2,1,0,0,0.33,146,0.25,0,0,1.75,1,2,0,1,1,2,0.5,0,3,0.55,1,1,4.02,3,4,16.29
ENS011,ANG,Anglais Technique,SUP,3,3,1,1,1,0,-2,0,-0.67,89,0.25,0,1,2.0,1,3,0,2,2,2,0.5,4,2,0.81,3,0,3.61,3,2,26.77
ENS014,BD,Bases de Donnees,INFO,4,3,3,4,2,-1,0,1,0.0,121,0.0,0,0,3.5,3,4,0,0,3,2,0.5,5,0,0.68,4,2,3.85,1,4,26.6
ENS013,SEC,Securite Informatique,RT,2,3,3,4,0,1,0,1,0.67,116,0.0,0,0,3.0,2,4,0,0,2,1,1.0,2,1,0.77,3,0,2.97,4,3,22.79
ENS012,WEB_B,Developpement Web Back,WEB,5,4,4,5,2,-1,0,1,0.0,359,0.25,1,0,4.5,4,5,2,0,2,2,0.5,5,3,0.94,4,1,2.79,4,11,30.28
ENS007,RESEAU,Reseaux,RT,1,1,2,2,3,0,1,0,0.33,45,0.0,0,0,1.5,1,2,0,2,3,1,1.0,0,3,0.81,1,1,3.71,3,1,16.97
ENS005,GC_STRU,Structure Batiment,GC,2,3,4,4,0,1,1,0,0.67,69,0.42,0,0,3.25,2,4,0,0,3,2,0.5,3,1,0.63,3,1,3.51,3,2,23.67
ENS006,RESEAU,Reseaux,RT,3,3,1,1,3,0,-2,0,-0.67,226,0.25,1,1,2.0,1,3,0,2,2,2,0.5,3,3,0.52,1,2,3.82,3,7,21.74
ENS025,SEC,Securite Informatique,RT,4,2,3,3,1,-2,1,0,-0.33,229,0.25,1,0,3.0,2,4,0,0,1,3,0.67,5,3,0.8,4,2,3.44,2,7,27.88
ENS005,GESTION,Gestion de Projet,SUP,3,1,2,2,3,-2,1,0,-0.33,345,0.42,1,0,2.0,1,3,0,1,2,2,0.5,2,0,0.51,0,0,4.17,3,11,19.39
ENS024,GESTION,Gestion de Projet,SUP,3,3,1,3,1,0,-2,2,0.0,79,0.25,0,0,2.5,1,3,0,1,2,2,0.5,3,2,0.53,1,0,2.97,3,2,20.09
ENS005,SEC,Securite Informatique,RT,4,2,4,2,1,-2,2,-2,-0.67,202,0.08,1,1,3.0,2,4,0,0,1,3,0.67,2,0,0.71,3,2,3.53,4,6,23.61
ENS007,SEC,Securite Informatique,RT,4,3,5,4,2,-1,2,-1,0.0,223,0.33,1,0,4.0,3,5,1,0,2,2,0.5,4,0,0.86,0,2,3.85,3,7,24.5
ENS013,GESTION,Gestion de Projet,SUP,2,3,3,2,2,1,0,-1,0.0,183,0.17,1,0,2.5,2,3,0,0,2,1,1.0,3,0,0.88,4,0,3.07,1,6,22.04
ENS026,ANG,Anglais Technique,SUP,2,3,2,1,2,1,-1,-1,-0.33,326,0.0,1,0,2.0,1,3,0,1,3,2,0.5,2,0,0.75,4,1,3.35,3,10,22.95
ENS020,RESEAU,Reseaux,RT,3,5,4,5,2,2,-1,1,0.67,306,0.17,1,0,4.25,3,5,2,0,1,2,0.5,3,2,0.78,3,2,4.03,2,10,23.96
ENS023,ANG,Anglais Technique,SUP,1,3,3,3,2,2,0,0,0.67,139,0.42,0,0,2.5,1,3,0,1,3,2,0.5,2,3,0.92,0,2,2.9,4,4,20.4
ENS027,WEB_B,Developpement Web Back,WEB,1,1,1,2,3,0,0,1,0.33,252,0.25,1,0,1.25,1,2,0,3,2,1,1.0,5,1,0.88,2,1,3.79,3,8,28.48
ENS011,GC_MAT,Matériaux,GC,4,4,2,3,0,0,-2,1,-0.33,106,0.08,0,0,3.25,2,4,0,0,1,1,1.0,2,3,0.72,3,1,3.79,1,3,19.68
ENS028,PED,Pedagogie,SUP,3,3,4,3,0,0,1,-1,0.0,172,0.42,0,0,3.25,3,4,0,0,3,1,1.0,5,0,0.93,3,0,2.61,1,5,24.37
ENS016,WEB_B,Developpement Web Back,WEB,1,2,1,1,3,1,-1,0,0.0,216,0.42,1,0,1.25,1,2,0,3,3,1,1.0,3,1,0.61,4,2,3.5,1,7,21.55
ENS022,WEB_B,Developpement Web Back,WEB,5,5,5,5,0,0,0,0,0.0,76,0.08,0,0,5.0,5,5,4,0,3,1,1.0,2,2,0.87,3,2,3.99,4,2,25.33
ENS002,SEC,Securite Informatique,RT,3,3,3,3,0,0,0,0,0.0,170,0.25,0,0,3.0,3,3,0,0,2,2,0.5,4,0,0.72,2,2,4.4,3,5,26.9
ENS013,RESEAU,Reseaux,RT,3,2,2,3,2,-1,0,1,0.0,172,0.08,0,0,2.5,2,3,0,0,2,2,0.5,5,2,0.87,0,2,4.43,1,5,24.71
ENS025,GC_MAT,Matériaux,GC,2,2,1,2,2,0,-1,1,0.0,159,0.33,0,0,1.75,1,2,0,1,2,2,0.5,5,2,0.91,0,2,4.23,4,5,29.01
ENS008,WEB_B,Developpement Web Back,WEB,4,3,4,4,0,-1,1,0,0.0,150,0.17,0,0,3.75,3,4,0,0,1,1,1.0,3,2,0.9,3,0,3.05,1,5,21.1
ENS007,WEB_F,Developpement Web Front,WEB,1,1,2,1,3,0,1,-1,0.0,246,0.0,1,0,1.25,1,2,0,3,1,3,0.67,2,0,0.66,4,2,4.13,3,8,24.06
ENS013,BD,Bases de Donnees,INFO,2,3,1,1,1,1,-2,0,-0.33,352,0.25,1,0,1.75,1,3,0,2,3,1,1.0,0,3,0.59,2,1,3.65,1,11,13.75
ENS020,SEC,Securite Informatique,RT,2,2,4,4,1,0,2,0,0.67,334,0.42,1,0,3.0,2,4,0,0,2,2,0.5,3,3,0.89,1,1,2.85,3,11,21.65
ENS015,GC_STRU,Structure Batiment,GC,3,2,2,3,0,-1,0,1,0.0,231,0.25,1,0,2.5,2,3,0,0,3,1,1.0,0,0,0.92,4,2,2.96,1,7,16.02
ENS001,ALG,Algorithmique,GL,2,1,2,3,2,-1,1,1,0.33,235,0.33,1,0,2.0,1,3,0,1,2,3,0.67,2,1,0.54,2,0,4.39,1,7,18.98
ENS015,PROG,Programmation,GL,3,5,5,4,1,2,0,-1,0.33,283,0.0,1,0,4.25,3,5,2,0,1,3,0.67,1,1,0.93,2,1,3.99,4,9,22.63
ENS012,ANG,Anglais Technique,SUP,1,2,1,3,1,1,-1,2,0.67,174,0.42,0,0,1.75,1,3,0,2,3,1,1.0,3,1,0.68,1,0,3.08,3,5,21.06
ENS018,GESTION,Gestion de Projet,SUP,3,5,4,3,0,2,-1,-1,0.0,361,0.25,1,0,3.75,3,5,1,0,1,1,1.0,3,1,0.89,3,2,2.92,4,12,25.29
ENS029,BD,Bases de Donnees,INFO,5,4,5,5,0,-1,1,0,0.0,78,0.33,0,0,4.75,4,5,3,0,1,1,1.0,2,1,0.71,2,2,4.38,1,2,19.81
ENS004,BD,Bases de Donnees,INFO,3,4,5,5,0,1,1,0,0.67,232,0.42,1,0,4.25,3,5,2,0,2,1,1.0,4,0,0.76,2,0,3.51,3,7,25.32
ENS008,SEC,Securite Informatique,RT,3,2,2,3,2,-1,0,1,0.0,102,0.17,0,0,2.5,2,3,0,0,1,2,0.5,0,1,0.72,2,2,3.22,4,3,18.04
ENS022,SEC,Securite Informatique,RT,3,3,4,3,2,0,1,-1,0.0,114,0.17,0,0,3.25,3,4,0,0,3,2,0.5,1,3,0.52,1,0,2.96,1,3,13.02
ENS019,PED,Pedagogie,SUP,4,4,3,5,1,0,-1,2,0.33,283,0.0,1,0,4.0,3,5,1,0,2,2,0.5,5,3,0.71,0,2,4.23,1,9,23.51
ENS030,RESEAU,Reseaux,RT,3,2,2,3,0,-1,0,1,0.0,116,0.42,0,0,2.5,2,3,0,0,3,2,0.5,4,1,0.76,0,2,4.03,2,3,22.86
ENS030,BD,Bases de Donnees,INFO,2,1,1,2,3,-1,0,1,0.0,43,0.17,0,0,1.5,1,2,0,2,3,3,0.67,0,3,0.67,0,1,2.81,1,1,10.47
ENS014,ANG,Anglais Technique,SUP,5,5,5,5,1,0,0,0,0.0,334,0.42,1,0,5.0,5,5,4,0,1,2,0.5,0,3,0.65,4,0,2.92,1,11,14.59
ENS006,BD,Bases de Donnees,INFO,2,1,1,1,3,-1,0,0,-0.33,77,0.25,0,0,1.25,1,2,0,3,2,1,1.0,1,3,0.54,1,0,3.28,4,2,18.26
ENS022,PROG,Programmation,GL,3,4,4,2,1,1,0,-2,-0.33,281,0.25,1,0,3.25,2,4,0,0,3,2,0.5,5,1,0.66,0,1,3.53,4,9,26.36
ENS008,RESEAU,Reseaux,RT,4,4,4,4,2,0,0,0,0.0,76,0.25,0,0,4.0,4,4,0,0,2,3,0.67,1,3,0.78,0,0,3.53,4,2,18.96
ENS017,GESTION,Gestion de Projet,SUP,3,1,3,3,3,-2,2,0,0.0,299,0.42,1,0,2.5,1,3,0,1,3,3,0.67,0,2,0.71,0,1,3.1,2,9,12.75
ENS007,RESEAU,Reseaux,RT,2,1,1,2,4,-1,0,1,0.0,312,0.0,1,0,1.5,1,2,0,2,1,3,0.67,0,3,0.69,3,2,3.94,3,10,18.83
ENS014,SEC,Securite Informatique,RT,4,4,5,3,1,0,1,-2,-0.33,88,0.42,0,0,4.0,3,5,1,0,3,2,0.5,1,1,0.88,0,0,3.33,3,2,17.56
ENS020,WEB_B,Developpement Web Back,WEB,4,5,5,4,2,1,0,-1,0.0,349,0.17,1,0,4.5,4,5,2,0,2,1,1.0,1,1,0.54,4,1,4.24,1,11,18.68
ENS015,PROG,Programmation,GL,3,4,2,2,1,1,-2,0,-0.33,36,0.08,0,0,2.75,2,4,0,0,3,2,0.5,3,3,0.89,4,2,3.47,3,1,25.89
ENS019,PED,Pedagogie,SUP,3,3,3,3,2,0,0,0,0.0,184,0.0,1,0,3.0,3,3,0,0,1,1,1.0,0,1,0.55,0,2,4.44,1,6,13.13
ENS026,RESEAU,Reseaux,RT,1,2,3,1,4,1,1,-2,0.0,350,0.33,1,0,1.75,1,3,0,2,1,1,1.0,2,3,0.57,3,0,2.73,2,11,18.31
ENS006,GESTION,Gestion de Projet,SUP,3,3,2,2,3,0,-1,0,-0.33,329,0.08,1,0,2.5,2,3,0,0,1,2,0.5,4,3,0.52,0,0,3.76,4,10,24.12
ENS004,GC_MAT,Matériaux,GC,3,3,4,4,3,0,1,0,0.33,48,0.25,0,0,3.5,3,4,0,0,2,2,0.5,4,3,0.6,0,2,2.54,3,1,20.58
ENS027,WEB_F,Developpement Web Front,WEB,4,2,3,4,3,-2,1,1,0.0,89,0.25,0,0,3.25,2,4,0,0,3,3,0.67,2,3,0.81,0,0,3.08,2,2,17.21
ENS008,PED,Pedagogie,SUP,4,4,4,3,1,0,0,-1,-0.33,338,0.42,1,0,3.75,3,4,0,0,3,2,0.5,1,2,0.83,3,1,4.17,3,11,21.99
ENS017,ALG,Algorithmique,GL,3,2,4,2,0,-1,2,-2,-0.33,74,0.42,0,0,2.75,2,4,0,0,2,1,1.0,1,1,0.57,3,0,4.09,4,2,22.03
ENS017,ALG,Algorithmique,GL,3,2,2,4,0,-1,0,2,0.33,39,0.17,0,0,2.75,2,4,0,0,2,2,0.5,5,1,0.58,4,0,4.11,3,1,29.62
ENS025,ANG,Anglais Technique,SUP,2,1,3,1,0,-1,2,-2,-0.33,144,0.25,0,0,1.75,1,3,0,2,2,2,0.5,2,0,0.85,4,1,4.29,1,4,22.33
ENS009,WEB_B,Developpement Web Back,WEB,5,3,4,4,1,-2,1,0,-0.33,84,0.33,0,0,4.0,3,5,1,0,3,1,1.0,4,0,0.73,1,2,2.74,2,2,21.13
ENS012,PROG,Programmation,GL,4,3,5,4,2,-1,2,-1,0.0,80,0.08,0,0,4.0,3,5,1,0,3,2,0.5,2,1,0.56,1,1,4.44,1,2,18.18
ENS030,GESTION,Gestion de Projet,SUP,2,3,3,3,0,1,0,0,0.33,166,0.17,0,0,2.75,2,3,0,0,3,2,0.5,2,1,0.57,4,1,4.07,2,5,21.99
ENS007,RESEAU,Reseaux,RT,1,1,1,1,4,0,0,0,0.0,45,0.25,0,0,1.0,1,1,0,4,1,1,1.0,5,0,0.54,2,1,4.46,2,1,26.62
ENS022,PROG,Programmation,GL,3,2,3,2,2,-1,1,-1,-0.33,324,0.0,1,0,2.5,2,3,0,0,3,3,0.67,5,2,0.69,4,1,3.94,3,10,29.83
ENS010,PED,Pedagogie,SUP,4,3,4,5,0,-1,1,1,0.33,236,0.25,1,0,4.0,3,5,1,0,3,1,1.0,4,3,0.81,3,0,4.26,1,7,25.07
ENS025,ALG,Algorithmique,GL,1,2,1,1,4,1,-1,0,0.0,296,0.33,1,0,1.25,1,2,0,3,2,1,1.0,0,2,0.73,1,0,2.56,3,9,14.27
ENS017,PROG,Programmation,GL,3,4,5,4,1,1,1,-1,0.33,60,0.17,0,0,4.0,3,5,1,0,2,3,0.67,4,2,0.56,0,1,3.1,1,2,18.5
ENS006,BD,Bases de Donnees,INFO,1,1,1,2,3,0,0,1,0.33,209,0.17,1,0,1.25,1,2,0,3,2,3,0.67,5,1,0.82,4,2,3.0,3,6,28.6
ENS030,ANG,Anglais Technique,SUP,3,3,1,2,1,0,-2,1,-0.33,247,0.25,1,0,2.25,1,3,0,1,1,1,1.0,0,3,0.9,3,0,3.39,3,8,18.78
ENS024,GC_STRU,Structure Batiment,GC,5,5,4,5,1,0,-1,1,0.0,165,0.33,0,0,4.75,4,5,3,0,2,3,0.67,3,3,0.81,3,2,4.45,2,5,24.95
ENS029,PROG,Programmation,GL,3,5,3,4,1,2,-2,1,0.33,292,0.33,1,0,3.75,3,5,1,0,1,3,0.67,1,3,0.71,1,2,3.24,1,9,14.53
ENS010,GESTION,Gestion de Projet,SUP,4,3,2,2,0,-1,-1,0,-0.67,178,0.0,0,1,2.75,2,4,0,0,3,1,1.0,0,2,0.64,2,1,3.09,1,5,12.88
ENS011,GC_MAT,Matériaux,GC,1,1,3,2,2,0,2,-1,0.33,186,0.17,1,0,1.75,1,3,0,2,1,1,1.0,5,3,0.5,4,1,2.64,1,6,23.28
ENS005,PED,Pedagogie,SUP,2,2,3,2,4,0,1,-1,0.0,223,0.25,1,0,2.25,2,3,0,0,3,3,0.67,1,1,0.73,3,1,3.83,2,7,19.31
ENS007,BD,Bases de Donnees,INFO,5,4,3,5,2,-1,-1,2,0.0,228,0.08,1,0,4.25,3,5,2,0,2,2,0.5,4,0,0.93,3,2,3.05,1,7,23.25
ENS021,BD,Bases de Donnees,INFO,1,2,1,2,3,1,-1,1,0.33,317,0.42,1,0,1.5,1,2,0,2,1,3,0.67,4,0,0.59,4,2,3.65,1,10,23.75
ENS025,GC_MAT,Matériaux,GC,4,4,2,3,0,0,-2,1,-0.33,91,0.42,0,0,3.25,2,4,0,0,3,1,1.0,0,2,0.85,1,2,4.18,4,3,19.61
ENS025,GC_MAT,Matériaux,GC,1,2,2,1,2,1,0,-1,0.0,281,0.0,1,0,1.5,1,2,0,2,2,2,0.5,1,3,0.51,4,1,3.26,1,9,16.57
ENS001,BD,Bases de Donnees,INFO,3,3,5,3,0,0,2,-2,0.0,123,0.17,0,0,3.5,3,5,1,0,1,1,1.0,2,3,0.81,0,2,4.42,2,4,19.89
ENS012,WEB_B,Developpement Web Back,WEB,1,2,1,1,2,1,-1,0,0.0,193,0.08,1,0,1.25,1,2,0,3,2,2,0.5,2,3,0.92,0,0,2.91,2,6,17.42
ENS008,WEB_F,Developpement Web Front,WEB,2,3,3,2,3,1,0,-1,0.0,61,0.17,0,0,2.5,2,3,0,0,2,3,0.67,3,0,0.72,3,2,2.97,1,2,20.04
ENS003,SEC,Securite Informatique,RT,3,4,4,4,1,1,0,0,0.33,314,0.42,1,0,3.75,3,4,0,0,1,2,0.5,4,3,0.7,4,0,4.07,2,10,26.64
ENS004,WEB_F,Developpement Web Front,WEB,3,4,2,2,3,1,-2,0,-0.33,314,0.25,1,0,2.75,2,4,0,0,1,1,1.0,3,2,0.79,1,0,2.62,4,10,22.19
ENS026,GESTION,Gestion de Projet,SUP,4,5,4,5,0,1,-1,1,0.33,209,0.42,1,0,4.5,4,5,2,0,1,3,0.67,4,2,0.52,4,2,2.64,1,6,21.38
ENS002,RESEAU,Reseaux,RT,2,3,1,1,4,1,-2,0,-0.33,251,0.08,1,0,1.75,1,3,0,2,3,3,0.67,2,2,0.79,3,1,2.99,3,8,21.43
ENS016,PROG,Programmation,GL,4,3,4,5,0,-1,1,1,0.33,98,0.42,0,0,4.0,3,5,1,0,1,3,0.67,3,0,0.91,1,1,3.61,4,3,24.77
ENS002,PED,Pedagogie,SUP,3,4,2,4,2,1,-2,2,0.33,257,0.42,1,0,3.25,2,4,0,0,1,2,0.5,3,2,0.67,0,0,3.43,2,8,19.21
ENS002,ALG,Algorithmique,GL,1,1,1,2,3,0,0,1,0.33,173,0.42,0,0,1.25,1,2,0,3,3,2,0.5,1,0,0.87,2,2,2.94,4,5,20.23
ENS008,BD,Bases de Donnees,INFO,1,1,1,1,3,0,0,0,0.0,33,0.08,0,0,1.0,1,1,0,4,3,2,0.5,0,2,0.76,3,0,3.6,2,1,17.0
ENS028,RESEAU,Reseaux,RT,1,3,1,3,2,2,-2,2,0.67,162,0.33,0,0,2.0,1,3,0,2,1,3,0.67,5,2,0.59,0,2,3.86,3,5,25.17
ENS002,PROG,Programmation,GL,5,5,4,3,0,0,-1,-1,-0.67,195,0.25,1,1,4.25,3,5,2,0,2,2,0.5,0,3,0.72,4,0,4.27,2,6,19.14
ENS012,GC_STRU,Structure Batiment,GC,2,3,3,4,1,1,0,1,0.67,230,0.08,1,0,3.0,2,4,0,0,2,1,1.0,4,0,0.95,1,2,3.35,1,7,21.95
ENS001,GC_STRU,Structure Batiment,GC,1,1,1,2,2,0,0,1,0.33,350,0.42,1,0,1.25,1,2,0,3,1,1,1.0,3,3,0.86,4,2,4.37,3,11,27.54
