teacher_id,competence_id,competence_code,ref_month,date_t,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,gap_next_3m,source_type,source_id,is_synthetic,created_at,dataset_version
ENS027,1,C1,2026-07-22,2026-07-22,2,3,3,3,1,0,0,0.3333333333333333,365.0,0.0,1,0,2.8,2.0,3.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,264,False,2026-07-22,v1.1.0
ENS026,6,C6,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,259,False,2026-07-22,v1.1.0
ENS026,4,C4,2026-07-22,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,257,False,2026-07-22,v1.1.0
ENS026,3,C3,2026-07-22,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335,postgresql_d2f,255,False,2026-07-22,v1.1.0
ENS026,2,C2,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,252,False,2026-07-22,v1.1.0
ENS026,1,C1,2026-07-22,2026-07-22,2,2,1,1,0,-1,0,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,251,False,2026-07-22,v1.1.0
ENS025,6,C6,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,247,False,2026-07-22,v1.1.0
ENS025,4,C4,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,246,False,2026-07-22,v1.1.0
ENS025,2,C2,2026-07-22,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665,postgresql_d2f,243,False,2026-07-22,v1.1.0
ENS021,2,C2,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,196,False,2026-07-22,v1.1.0
ENS020,1,C1,2026-07-22,2026-07-22,2,1,2,2,-1,1,0,0.0,365.0,0.0,1,0,1.75,1.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,188,False,2026-07-22,v1.1.0
ENS020,5,C5,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,193,False,2026-07-22,v1.1.0
ENS010,2,C2,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.0,postgresql_d2f,74,False,2026-07-22,v1.1.0
ENS010,3,C3,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,76,False,2026-07-22,v1.1.0
ENS010,4,C4,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,77,False,2026-07-22,v1.1.0
ENS010,5,C5,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,78,False,2026-07-22,v1.1.0
ENS010,6,C6,2026-07-22,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335,postgresql_d2f,80,False,2026-07-22,v1.1.0
ENS011,1,C1,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,84,False,2026-07-22,v1.1.0
ENS011,2,C2,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,85,False,2026-07-22,v1.1.0
ENS010,1,C1,2026-07-22,2026-07-22,2,1,1,3,-1,0,2,0.3333333333333333,365.0,0.0,1,0,1.75,1.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,73,False,2026-07-22,v1.1.0
ENS011,3,C3,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,87,False,2026-07-22,v1.1.0
ENS012,1,C1,2026-07-22,2026-07-22,3,3,1,1,0,-2,0,-0.6666666666666666,365.0,0.0,1,0,1.6666666666666667,1.0,3.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,91,False,2026-07-22,v1.1.0
ENS012,2,C2,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.0,postgresql_d2f,92,False,2026-07-22,v1.1.0
ENS012,3,C3,2026-07-22,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.3333333333333335,1.0,3.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,95,False,2026-07-22,v1.1.0
ENS012,5,C5,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.0,postgresql_d2f,96,False,2026-07-22,v1.1.0
ENS012,6,C6,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,97,False,2026-07-22,v1.1.0
ENS013,1,C1,2026-07-22,2026-07-22,1,3,2,1,2,-1,-1,0.0,365.0,0.0,1,0,1.75,1.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.0,postgresql_d2f,101,False,2026-07-22,v1.1.0
ENS013,2,C2,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,102,False,2026-07-22,v1.1.0
ENS011,6,C6,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,88,False,2026-07-22,v1.1.0
ENS009,6,C6,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,69,False,2026-07-22,v1.1.0
ENS009,5,C5,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,67,False,2026-07-22,v1.1.0
ENS009,4,C4,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,66,False,2026-07-22,v1.1.0
ENS006,1,C1,2026-07-22,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,23,False,2026-07-22,v1.1.0
ENS006,2,C2,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,25,False,2026-07-22,v1.1.0
ENS006,3,C3,2026-07-22,2026-07-22,1,1,3,1,0,2,-2,0.0,365.0,0.0,1,0,1.5,1.0,3.0,0.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,29,False,2026-07-22,v1.1.0
ENS006,4,C4,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,30,False,2026-07-22,v1.1.0
ENS006,6,C6,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,31,False,2026-07-22,v1.1.0
ENS007,1,C1,2026-07-22,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.2,1.0,3.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,36,False,2026-07-22,v1.1.0
ENS007,2,C2,2026-07-22,2026-07-22,2,2,1,3,0,-1,2,0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,39,False,2026-07-22,v1.1.0
ENS007,3,C3,2026-07-22,2026-07-22,2,2,1,1,0,-1,0,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,43,False,2026-07-22,v1.1.0
ENS007,4,C4,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,45,False,2026-07-22,v1.1.0
ENS008,1,C1,2026-07-22,2026-07-22,2,2,3,3,0,1,0,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,49,False,2026-07-22,v1.1.0
ENS008,2,C2,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,50,False,2026-07-22,v1.1.0
ENS008,3,C3,2026-07-22,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665,postgresql_d2f,52,False,2026-07-22,v1.1.0
ENS008,4,C4,2026-07-22,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,54,False,2026-07-22,v1.1.0
ENS008,5,C5,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,55,False,2026-07-22,v1.1.0
ENS008,6,C6,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,56,False,2026-07-22,v1.1.0
ENS009,1,C1,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,1.8,1.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,61,False,2026-07-22,v1.1.0
ENS009,3,C3,2026-07-22,2026-07-22,3,1,3,3,-2,2,0,0.0,365.0,0.0,1,0,2.5,1.0,3.0,0.0,1.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,65,False,2026-07-22,v1.1.0
ENS013,3,C3,2026-07-22,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,104,False,2026-07-22,v1.1.0
ENS021,1,C1,2026-07-22,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335,postgresql_d2f,195,False,2026-07-22,v1.1.0
ENS013,4,C4,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,105,False,2026-07-22,v1.1.0
ENS013,6,C6,2026-07-22,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335,postgresql_d2f,108,False,2026-07-22,v1.1.0
ENS017,4,C4,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,158,False,2026-07-22,v1.1.0
ENS017,6,C6,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,160,False,2026-07-22,v1.1.0
ENS018,1,C1,2026-07-22,2026-07-22,2,3,3,2,1,0,-1,0.0,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,164,False,2026-07-22,v1.1.0
ENS018,2,C2,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,165,False,2026-07-22,v1.1.0
ENS018,3,C3,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,166,False,2026-07-22,v1.1.0
ENS018,4,C4,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,167,False,2026-07-22,v1.1.0
ENS019,1,C1,2026-07-22,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.4285714285714284,2.0,3.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.333333333333333,postgresql_d2f,174,False,2026-07-22,v1.1.0
ENS017,3,C3,2026-07-22,2026-07-22,2,2,1,2,0,-1,1,0.0,365.0,0.0,1,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,156,False,2026-07-22,v1.1.0
ENS019,2,C2,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,175,False,2026-07-22,v1.1.0
ENS019,4,C4,2026-07-22,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335,postgresql_d2f,181,False,2026-07-22,v1.1.0
ENS019,5,C5,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,182,False,2026-07-22,v1.1.0
ENS019,6,C6,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,184,False,2026-07-22,v1.1.0
FORM001,5,C5,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,4.5,1.0,11.990801576872535,10.5,2.0,postgresql_d2f,283,False,2026-07-22,v1.1.0
ENS020,2,C2,2026-07-22,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.333333333333333,postgresql_d2f,190,False,2026-07-22,v1.1.0
ENS020,3,C3,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,191,False,2026-07-22,v1.1.0
ENS020,4,C4,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,192,False,2026-07-22,v1.1.0
ENS019,3,C3,2026-07-22,2026-07-22,2,2,3,2,0,1,-1,0.0,365.0,0.0,1,0,2.3333333333333335,2.0,3.0,0.0,0.0,3.0,6.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0,postgresql_d2f,178,False,2026-07-22,v1.1.0
ENS017,2,C2,2026-07-22,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,153,False,2026-07-22,v1.1.0
ENS017,1,C1,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,152,False,2026-07-22,v1.1.0
ENS016,6,C6,2026-07-22,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665,postgresql_d2f,149,False,2026-07-22,v1.1.0
ENS014,1,C1,2026-07-22,2026-07-22,1,2,3,2,1,1,-1,0.3333333333333333,365.0,0.0,1,0,1.8,1.0,3.0,0.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665,postgresql_d2f,113,False,2026-07-22,v1.1.0
ENS014,2,C2,2026-07-22,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,116,False,2026-07-22,v1.1.0
ENS014,3,C3,2026-07-22,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,118,False,2026-07-22,v1.1.0
ENS014,4,C4,2026-07-22,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.333333333333333,postgresql_d2f,120,False,2026-07-22,v1.1.0
ENS014,5,C5,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,121,False,2026-07-22,v1.1.0
ENS014,6,C6,2026-07-22,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,1.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,122,False,2026-07-22,v1.1.0
ENS015,1,C1,2026-07-22,2026-07-22,3,1,2,3,-2,1,1,0.0,365.0,0.0,1,0,2.25,1.0,3.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,126,False,2026-07-22,v1.1.0
ENS015,2,C2,2026-07-22,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335,postgresql_d2f,128,False,2026-07-22,v1.1.0
ENS015,3,C3,2026-07-22,2026-07-22,1,1,2,2,0,1,0,0.3333333333333333,365.0,0.0,1,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0,postgresql_d2f,131,False,2026-07-22,v1.1.0
ENS015,4,C4,2026-07-22,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,133,False,2026-07-22,v1.1.0
ENS015,5,C5,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0,postgresql_d2f,134,False,2026-07-22,v1.1.0
ENS015,6,C6,2026-07-22,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0,postgresql_d2f,136,False,2026-07-22,v1.1.0
