teacher_id,competence_id,competence_code,department_id,unit_id,ref_month,date_t,current_observation,knowledge_difficulty_level,required_level,gap_next_3m,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,attendance_rate,evaluation_score,training_count,stagnation_months,need_count,source_type,source_id,data_origin,is_synthetic,institutional_verified,generation_seed,generator_version,dataset_version,created_at
SYN_T0083,2,C2,DEP_03,UP_11,2025-05,2025-05-31,3.17,3.0,5.0,0.847,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.333,0.0,0.25,0,0,3.25,3.0,4.0,0.0,0.0,4.0,7.0,0.538,2.0,0.0,0.655,5.0,4.0,2.339,5.0,0.0,0.592,0.655,2.811,2,0.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0084,11,C11,DEP_04,UP_12,2025-05,2025-05-31,3.62,3.0,5.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.125,0,1,4.0,4.0,4.0,0.0,0.0,5.0,7.0,0.538,1.0,1.0,0.906,5.0,1.0,2.531,5.0,0.0,0.71,0.906,2.311,1,7.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0084,13,C13,DEP_04,UP_12,2025-05,2025-05-31,3.0,2.0,4.0,0.069,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,92.0,0.25,0,1,4.0,4.0,4.0,0.0,0.0,3.0,7.0,0.538,2.0,1.0,0.903,1.0,0.0,2.531,5.0,3.022,0.749,0.903,2.311,2,3.0,1.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0087,9,C9,DEP_02,UP_03,2025-05,2025-05-31,3.57,1.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.333,31.0,0.25,0,0,3.5,3.0,4.0,0.0,0.0,3.0,7.0,0.538,2.0,0.0,0.54,0.0,0.0,2.388,5.0,1.018,0.92,0.54,2.954,2,1.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0087,10,C10,DEP_02,UP_03,2025-05,2025-05-31,2.11,2.0,4.0,2.006,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.333,92.0,0.25,0,0,2.25,2.0,3.0,0.0,0.0,4.0,7.0,0.538,2.0,0.0,0.55,5.0,4.0,2.388,5.0,3.022,0.613,0.55,2.954,2,0.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0088,13,C13,DEP_03,UP_04,2025-05,2025-05-31,2.22,2.0,4.0,1.136,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,3.0,3.0,3.0,0.0,0.0,3.0,8.0,0.615,0.0,1.0,0.675,5.0,5.0,2.539,5.0,13.0,0.409,0.675,2.58,0,7.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0090,3,C3,DEP_05,UP_06,2025-05,2025-05-31,2.27,1.0,3.0,0.0,2.0,3.0,2.0,3.0,1.0,-1.0,1.0,0.333,0.0,0.125,1,0,2.5,2.0,3.0,0.0,0.0,5.0,7.0,0.538,1.0,0.0,0.164,2.0,0.0,2.713,5.0,0.0,0.462,0.164,2.408,1,0.0,2.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0090,8,C8,DEP_05,UP_06,2025-05,2025-05-31,2.62,3.0,5.0,2.251,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.333,31.0,0.125,1,0,2.5,2.0,3.0,0.0,0.0,2.0,7.0,0.538,1.0,0.0,0.256,5.0,3.0,2.713,5.0,1.018,0.479,0.256,2.408,1,1.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0090,12,C12,DEP_05,UP_06,2025-05,2025-05-31,2.35,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.125,1,1,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.538,1.0,1.0,0.26,0.0,0.0,2.713,5.0,0.0,0.346,0.26,2.408,1,5.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0090,13,C13,DEP_05,UP_06,2025-05,2025-05-31,2.76,2.0,4.0,1.017,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,0.0,0.0,0.159,5.0,3.0,2.713,5.0,13.0,0.021,0.159,,0,7.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0092,1,C1,DEP_02,UP_08,2025-05,2025-05-31,2.4,2.0,4.0,0.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.333,0.0,0.25,1,0,3.5,3.0,4.0,0.0,0.0,3.0,8.0,0.615,2.0,0.0,0.444,3.0,1.0,2.728,5.0,0.0,0.644,0.444,2.917,2,1.0,3.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0092,9,C9,DEP_02,UP_08,2025-05,2025-05-31,3.22,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.125,0,1,3.0,3.0,3.0,0.0,0.0,3.0,8.0,0.615,1.0,0.0,0.542,0.0,0.0,2.728,5.0,0.0,0.551,0.542,2.917,1,7.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-05-31
SYN_T0001,8,C8,DEP_01,UP_01,2025-06,2025-06-30,2.28,3.0,5.0,0.906,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.222,0,1,3.0,3.0,3.0,0.0,0.0,2.0,6.0,0.462,2.0,1.0,0.532,6.0,3.0,2.49,6.0,0.0,0.646,0.532,2.837,2,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0001,12,C12,DEP_01,UP_01,2025-06,2025-06-30,2.24,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,91.0,0.111,0,1,3.0,3.0,3.0,0.0,0.0,2.0,6.0,0.462,1.0,0.0,0.592,0.0,0.0,2.49,6.0,2.989,0.56,0.592,2.837,1,8.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0003,7,C7,DEP_03,UP_03,2025-06,2025-06-30,0.95,2.0,4.0,2.78,2.0,2.0,2.0,1.0,0.0,0.0,-1.0,-0.333,999.0,0.0,0,0,1.75,1.0,2.0,0.0,1.0,5.0,6.0,0.462,0.0,0.0,0.639,6.0,2.0,2.926,6.0,13.0,0.505,0.639,3.035,0,0.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0004,9,C9,DEP_04,UP_04,2025-06,2025-06-30,3.09,1.0,3.0,0.945,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.333,999.0,0.0,1,0,1.75,1.0,2.0,0.0,1.0,3.0,7.0,0.538,0.0,0.0,0.342,6.0,4.0,2.96,6.0,13.0,0.407,0.342,2.799,0,2.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0010,12,C12,DEP_05,UP_10,2025-06,2025-06-30,1.56,1.0,3.0,1.841,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,1.0,1.0,1.0,0.0,4.0,2.0,7.0,0.538,0.0,0.0,0.314,6.0,5.0,1.912,6.0,13.0,0.33,0.314,1.986,0,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0012,13,C13,DEP_02,UP_12,2025-06,2025-06-30,2.7,2.0,4.0,1.166,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.222,0,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,2.0,0.0,0.562,6.0,4.0,3.076,6.0,0.0,0.65,0.562,3.251,2,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0014,4,C4,DEP_04,UP_02,2025-06,2025-06-30,1.97,2.0,4.0,0.821,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,122.0,0.111,1,1,2.0,2.0,2.0,0.0,0.0,2.0,8.0,0.615,1.0,2.0,0.194,6.0,3.0,3.145,6.0,4.008,0.397,0.194,2.902,1,4.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0014,11,C11,DEP_04,UP_02,2025-06,2025-06-30,3.09,3.0,5.0,1.973,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,0.0,1.0,0.234,6.0,2.0,3.145,6.0,13.0,0.166,0.234,2.902,0,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0015,8,C8,DEP_05,UP_03,2025-06,2025-06-30,3.95,3.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,5.0,5.0,5.0,4.0,0.0,2.0,8.0,0.615,0.0,1.0,0.56,0.0,0.0,2.819,6.0,13.0,0.279,0.56,2.362,0,8.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0016,12,C12,DEP_01,UP_04,2025-06,2025-06-30,1.89,1.0,3.0,0.0,4.0,3.0,4.0,3.0,-1.0,1.0,-1.0,-0.333,30.0,0.111,1,0,3.5,3.0,4.0,0.0,0.0,2.0,7.0,0.538,1.0,0.0,0.198,0.0,0.0,2.176,6.0,0.986,0.55,0.198,2.075,1,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0020,12,C12,DEP_05,UP_08,2025-06,2025-06-30,2.22,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.538,0.0,1.0,0.841,0.0,0.0,2.617,6.0,13.0,0.491,0.841,2.643,0,5.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0021,2,C2,DEP_01,UP_09,2025-06,2025-06-30,3.48,3.0,5.0,0.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.333,61.0,0.222,0,0,3.75,3.0,4.0,0.0,0.0,4.0,7.0,0.538,2.0,1.0,0.701,6.0,4.0,2.654,6.0,2.004,0.708,0.701,2.888,2,2.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0024,6,C6,DEP_04,UP_12,2025-06,2025-06-30,2.89,1.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.333,0.0,0.222,0,0,2.25,2.0,3.0,0.0,0.0,4.0,7.0,0.538,2.0,2.0,0.724,5.0,3.0,2.552,6.0,0.0,0.861,0.724,2.748,2,0.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0027,9,C9,DEP_02,UP_03,2025-06,2025-06-30,2.4,1.0,3.0,0.975,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,2.0,2.0,2.0,0.0,0.0,3.0,7.0,0.538,0.0,0.0,0.341,6.0,4.0,2.718,6.0,13.0,0.387,0.341,3.389,0,5.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0032,7,C7,DEP_02,UP_08,2025-06,2025-06-30,3.36,2.0,4.0,0.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,0.333,61.0,0.222,0,0,4.75,4.0,5.0,3.0,0.0,5.0,7.0,0.538,2.0,0.0,0.521,0.0,0.0,2.306,6.0,2.004,0.656,0.521,2.637,2,2.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0033,5,C5,DEP_03,UP_09,2025-06,2025-06-30,3.51,3.0,5.0,1.028,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.222,0,1,4.0,4.0,4.0,0.0,0.0,3.0,7.0,0.538,2.0,0.0,1.0,6.0,3.0,2.475,6.0,0.0,0.821,1.0,2.454,2,6.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0034,1,C1,DEP_04,UP_10,2025-06,2025-06-30,1.65,2.0,4.0,0.819,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,2.0,2.0,2.0,0.0,0.0,3.0,9.0,0.692,0.0,1.0,0.398,6.0,3.0,2.287,6.0,13.0,0.189,0.398,1.889,0,6.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0038,7,C7,DEP_03,UP_02,2025-06,2025-06-30,1.82,2.0,4.0,1.903,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.333,0.0,0.222,0,0,1.75,1.0,2.0,0.0,1.0,5.0,7.0,0.538,2.0,1.0,0.925,6.0,4.0,2.296,6.0,0.0,0.876,0.925,1.606,2,2.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0039,1,C1,DEP_04,UP_03,2025-06,2025-06-30,1.59,2.0,4.0,0.932,2.0,3.0,2.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.222,0,0,2.25,2.0,3.0,0.0,0.0,3.0,7.0,0.538,2.0,0.0,0.761,6.0,4.0,2.175,6.0,0.0,0.741,0.761,2.244,2,1.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0039,10,C10,DEP_04,UP_03,2025-06,2025-06-30,3.06,2.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,61.0,0.222,0,1,5.0,5.0,5.0,4.0,0.0,4.0,7.0,0.538,2.0,0.0,0.906,0.0,0.0,2.175,6.0,2.004,0.766,0.906,2.244,2,6.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0040,2,C2,DEP_05,UP_04,2025-06,2025-06-30,3.98,3.0,5.0,0.011,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,91.0,0.222,0,1,5.0,5.0,5.0,4.0,0.0,4.0,8.0,0.615,2.0,1.0,0.815,2.0,2.0,3.196,6.0,2.989,0.835,0.815,3.269,2,3.0,2.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0042,10,C10,DEP_02,UP_06,2025-06,2025-06-30,2.26,2.0,4.0,0.925,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,30.0,0.111,1,1,3.0,3.0,3.0,0.0,0.0,4.0,6.0,0.462,1.0,0.0,0.341,6.0,2.0,2.859,6.0,0.986,0.421,0.341,3.088,1,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0043,2,C2,DEP_03,UP_07,2025-06,2025-06-30,1.24,3.0,5.0,2.736,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,91.0,0.111,0,1,2.0,2.0,2.0,0.0,0.0,4.0,7.0,0.538,1.0,0.0,0.613,6.0,4.0,2.042,6.0,2.989,0.609,0.613,2.563,1,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0043,9,C9,DEP_03,UP_07,2025-06,2025-06-30,2.35,1.0,3.0,0.86,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,91.0,0.222,0,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,2.0,2.0,0.558,1.0,1.0,2.042,6.0,2.989,0.691,0.558,2.563,2,3.0,1.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0045,3,C3,DEP_05,UP_09,2025-06,2025-06-30,3.34,1.0,3.0,0.079,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,0.0,1.0,0.411,0.0,0.0,2.695,6.0,13.0,0.423,0.411,2.785,0,8.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0052,11,C11,DEP_02,UP_04,2025-06,2025-06-30,1.93,3.0,5.0,3.337,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,2.0,2.0,2.0,0.0,0.0,5.0,6.0,0.462,0.0,2.0,0.0,6.0,3.0,3.043,6.0,13.0,0.171,0.0,2.901,0,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0053,13,C13,DEP_03,UP_05,2025-06,2025-06-30,3.79,2.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.444,0,1,5.0,5.0,5.0,4.0,0.0,3.0,9.0,0.692,4.0,0.0,0.718,0.0,0.0,2.161,6.0,0.0,0.709,0.718,2.264,4,3.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0054,10,C10,DEP_04,UP_06,2025-06,2025-06-30,3.33,2.0,4.0,0.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.333,30.0,0.111,1,0,3.5,3.0,4.0,0.0,0.0,4.0,5.0,0.385,1.0,2.0,0.244,4.0,3.0,2.481,6.0,0.986,0.498,0.244,2.367,1,1.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0055,7,C7,DEP_05,UP_07,2025-06,2025-06-30,2.49,2.0,4.0,1.024,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.333,30.0,0.111,0,0,2.5,2.0,3.0,0.0,0.0,5.0,8.0,0.615,1.0,0.0,0.702,6.0,5.0,2.354,6.0,0.986,0.637,0.702,1.94,1,1.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0058,9,C9,DEP_03,UP_10,2025-06,2025-06-30,3.0,1.0,3.0,0.229,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,91.0,0.111,1,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,1.0,1.0,0.388,0.0,0.0,3.581,6.0,2.989,0.464,0.388,2.908,1,8.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0060,5,C5,DEP_05,UP_12,2025-06,2025-06-30,3.45,3.0,5.0,0.995,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,4.0,4.0,4.0,0.0,0.0,3.0,6.0,0.462,0.0,1.0,0.442,6.0,2.0,3.138,6.0,13.0,0.365,0.442,3.257,0,5.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0060,7,C7,DEP_05,UP_12,2025-06,2025-06-30,1.48,2.0,4.0,3.051,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,2.0,2.0,2.0,0.0,0.0,5.0,6.0,0.462,0.0,1.0,0.384,6.0,4.0,3.138,6.0,13.0,0.156,0.384,3.257,0,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0063,7,C7,DEP_03,UP_03,2025-06,2025-06-30,2.69,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,30.0,0.222,1,1,4.0,4.0,4.0,0.0,0.0,5.0,7.0,0.538,2.0,0.0,0.458,2.0,0.0,2.817,6.0,0.986,0.603,0.458,2.752,2,3.0,2.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0064,12,C12,DEP_04,UP_04,2025-06,2025-06-30,3.5,1.0,3.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.333,91.0,0.111,1,0,3.25,3.0,4.0,0.0,0.0,2.0,8.0,0.615,1.0,0.0,0.336,0.0,0.0,2.981,6.0,2.989,0.543,0.336,3.279,1,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0065,3,C3,DEP_05,UP_05,2025-06,2025-06-30,3.29,1.0,3.0,0.224,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,91.0,0.111,0,1,4.0,4.0,4.0,0.0,0.0,5.0,10.0,0.769,1.0,0.0,0.624,0.0,0.0,3.058,6.0,2.989,0.609,0.624,3.052,1,3.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0065,12,C12,DEP_05,UP_05,2025-06,2025-06-30,3.84,1.0,3.0,0.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,0.333,61.0,0.222,0,0,4.75,4.0,5.0,3.0,0.0,2.0,10.0,0.769,2.0,0.0,0.573,0.0,0.0,3.058,6.0,2.004,0.789,0.573,3.052,2,2.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0067,11,C11,DEP_02,UP_07,2025-06,2025-06-30,2.45,3.0,5.0,2.033,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,0.0,1.0,0.478,6.0,5.0,2.412,6.0,13.0,0.238,0.478,2.738,0,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0070,1,C1,DEP_05,UP_10,2025-06,2025-06-30,0.92,2.0,4.0,2.894,2.0,2.0,1.0,1.0,0.0,-1.0,0.0,-0.333,61.0,0.111,0,0,1.5,1.0,2.0,0.0,2.0,3.0,6.0,0.462,1.0,0.0,0.812,6.0,2.0,2.801,6.0,2.004,0.797,0.812,2.902,1,1.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0071,9,C9,DEP_01,UP_11,2025-06,2025-06-30,1.82,1.0,3.0,0.942,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,3.0,3.0,3.0,0.0,0.0,3.0,6.0,0.462,0.0,1.0,0.943,0.0,0.0,2.125,6.0,13.0,0.558,0.943,2.464,0,8.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0072,2,C2,DEP_02,UP_12,2025-06,2025-06-30,2.36,3.0,5.0,2.028,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.111,1,1,3.0,3.0,3.0,0.0,0.0,4.0,6.0,0.462,1.0,1.0,0.308,6.0,5.0,2.226,6.0,0.0,0.36,0.308,2.292,1,8.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0073,13,C13,DEP_03,UP_01,2025-06,2025-06-30,2.03,2.0,4.0,2.175,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,61.0,0.333,0,1,2.0,2.0,2.0,0.0,0.0,3.0,7.0,0.538,3.0,0.0,0.579,6.0,2.0,2.271,6.0,2.004,0.743,0.579,2.06,3,3.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
SYN_T0074,12,C12,DEP_04,UP_02,2025-06,2025-06-30,2.32,1.0,3.0,0.987,2.0,2.0,3.0,2.0,0.0,1.0,-1.0,0.0,30.0,0.111,0,0,2.25,2.0,3.0,0.0,0.0,2.0,9.0,0.692,1.0,0.0,0.55,5.0,3.0,2.96,6.0,0.986,0.645,0.55,3.265,1,0.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-06-30
